date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:11:33	59/59	---M--	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/headerinfo.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/headerinfoc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:34	6923/6923	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-navmenu.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-navmenuc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:35	235/235	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/search.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/searchc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:36	2902/2902	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-blog-post.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-blog-postc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:37	1833/1833	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/cta.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/ctac412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:38	648/648	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/blockquote.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/blockquotec412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:39	229/229	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_share.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_sharec412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:40	4734/4734	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit_team.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit_teamc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:41	221/221	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/running_text.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/running_textc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:42	4995/4995	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/animated_heading.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/animated_headingc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:43	2706/2706	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/card_slider.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/card_sliderc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:44	1190/1190	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/accordion.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/accordionc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:45	5719/5719	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/testimonial_carousel.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/testimonial_carouselc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:46	16471/16471	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://gtkit.rometheme.pro/getux/)
02:11:47	856/856	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/tabs.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/tabsc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:48	2792/2792	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/progress-bar.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/progress-barc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:49	408/408	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/counter.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/counterc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:50	4156/4156	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/assets/css/style.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/assets/css/stylec412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:51	4774/4774	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/assets/css/rkit.css?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/assets/css/rkitc412.css	(from https://gtkit.rometheme.pro/getux/)
02:11:52	872/872	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2004:06:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rtform_text.css?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rtform_text9b30.css	(from https://gtkit.rometheme.pro/getux/)
02:11:53	2071/2071	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2004:06:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rform.css?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rform9b30.css	(from https://gtkit.rometheme.pro/getux/)
02:11:54	698/698	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2004:06:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/spinner-loading.css?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/spinner-loading9b30.css	(from https://gtkit.rometheme.pro/getux/)
02:11:55	200/200	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2004:06:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rform-button.css?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rform-button9b30.css	(from https://gtkit.rometheme.pro/getux/)
02:11:56	1000/1000	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2004:06:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rform-select.css?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rform-select9b30.css	(from https://gtkit.rometheme.pro/getux/)
02:11:57	1405/1405	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2004:06:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rform-radiobutton.css?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rform-radiobutton9b30.css	(from https://gtkit.rometheme.pro/getux/)
02:11:58	1392/1392	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2004:06:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rform-checkbox.css?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/css/rform-checkbox9b30.css	(from https://gtkit.rometheme.pro/getux/)
02:11:59	22474/22474	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202023%2017:22:42%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/metform/public/assets/css/text-editor.css?ver=3.5.0	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/metform/public/assets/css/text-editor3b71.css	(from https://gtkit.rometheme.pro/getux/)
02:12:00	6082/6082	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2004:07:00%20GMT	https://gtkit.rometheme.pro/getux/wp-content/themes/hello-elementor/style.min.css?ver=2.8.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/themes/hello-elementor/style.min1102.css	(from https://gtkit.rometheme.pro/getux/)
02:12:01	13055/13055	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2004:07:00%20GMT	https://gtkit.rometheme.pro/getux/wp-content/themes/hello-elementor/theme.min.css?ver=2.8.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/themes/hello-elementor/theme.min1102.css	(from https://gtkit.rometheme.pro/getux/)
02:12:02	117324/117324	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.16.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/css/frontend-lite.minafc7.css	(from https://gtkit.rometheme.pro/getux/)
02:12:03	14389/14389	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2015:46:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/elementor/css/post-3.css?ver=1695829599	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/elementor/css/post-317a7.css	(from https://gtkit.rometheme.pro/getux/)
02:12:04	124837/124837	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Aug%202023%2005:34:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.9.2	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticonsab7d.css	(from https://gtkit.rometheme.pro/getux/)
02:12:05	19533/19533	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min192d.css	(from https://gtkit.rometheme.pro/getux/)
02:12:06	180403/180403	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2016:36:43%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/elementor/css/post-250.css?ver=1695832603	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/elementor/css/post-2503a9b.css	(from https://gtkit.rometheme.pro/getux/)
02:12:07	59344/59344	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minafc7.css	(from https://gtkit.rometheme.pro/getux/)
02:12:08	26702/26702	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.16.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minafc7.css	(from https://gtkit.rometheme.pro/getux/)
02:12:09	445429/445429	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Aug%202023%2005:34:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.9.2	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-stylesab7d.css	(from https://gtkit.rometheme.pro/getux/)
02:12:10	30299/30299	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Aug%202023%2005:34:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=2.9.2	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsiveab7d.css	(from https://gtkit.rometheme.pro/getux/)
02:12:12	7252/7252	---MC-	200	added ('OK')	text/css	date:Tue,%2003%20Oct%202023%2021:12:11%20GMT	https://fonts.googleapis.com/css?family=Poppins%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CDM+Sans%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.3.1	/Users/sarma/websites/test/fonts.googleapis.com/cssd781.css	(from https://gtkit.rometheme.pro/getux/)
02:12:12	4156/4156	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/assets/css/style.css?ver=1.3.0	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/assets/css/style6f3e.css	(from https://gtkit.rometheme.pro/getux/)
02:12:13	57912/57912	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://gtkit.rometheme.pro/getux/)
02:12:14	669/669	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://gtkit.rometheme.pro/getux/)
02:12:15	675/675	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://gtkit.rometheme.pro/getux/)
02:12:16	659/659	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/offcanvas.js?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/offcanvas9b30.js	(from https://gtkit.rometheme.pro/getux/)
02:12:17	950/950	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/navmenu.js?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/navmenu9b30.js	(from https://gtkit.rometheme.pro/getux/)
02:12:18	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202023%2021:12:17%20GMT	https://fonts.gstatic.com/	/Users/sarma/websites/test/fonts.gstatic.com/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:18	87482/87482	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Aug%202023%2008:01:47%20GMT	https://gtkit.rometheme.pro/getux/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-includes/js/jquery/jquery.min3088.js	(from https://gtkit.rometheme.pro/getux/)
02:12:19	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Aug%202023%2008:01:47%20GMT	https://gtkit.rometheme.pro/getux/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://gtkit.rometheme.pro/getux/)
02:12:20	7629/7629	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/card_slider.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/card_sliderc412.js	(from https://gtkit.rometheme.pro/getux/)
02:12:21	7833/7833	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/animated_heading.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/animated_headingc412.js	(from https://gtkit.rometheme.pro/getux/)
02:12:22	666/666	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/accordion.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/accordionc412.js	(from https://gtkit.rometheme.pro/getux/)
02:12:23	950/950	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/bar_chart.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/bar_chartc412.js	(from https://gtkit.rometheme.pro/getux/)
02:12:24	957/957	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/line_chart.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/line_chartc412.js	(from https://gtkit.rometheme.pro/getux/)
02:12:25	916/916	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/pie_chart.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/pie_chartc412.js	(from https://gtkit.rometheme.pro/getux/)
02:12:26	6008/6008	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2007%20Jul%202023%2004:06:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/js/rtform_text.js?ver=1.1.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/js/rtform_textc64e.js	(from https://gtkit.rometheme.pro/getux/)
02:12:27	1324/1324	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2007%20Jul%202023%2004:06:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/js/rform_select.js?ver=1.1.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/js/rform_selectc64e.js	(from https://gtkit.rometheme.pro/getux/)
02:12:28	3313/3313	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2007%20Jul%202023%2004:06:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/js/rform.js?ver=1.1.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/romethemeform/widgets/assets/js/rformc64e.js	(from https://gtkit.rometheme.pro/getux/)
02:12:29	7/7	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Apr%202022%2009:10:00%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min.js?ver=1.0.21	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min365c.js	(from https://gtkit.rometheme.pro/getux/)
